"","garrett_67","garrett_53","garrett_47","garrett_50","garrett_60","garrett_76","garrett_51","garrett_61","garrett_96","garrett_35","garrett_34","garrett_95","garrett_49","garrett_39","garrett_85","garrett_57","garrett_89","garrett_38","garrett_68","garrett_62","garrett_66","garrett_41","garrett_71","garrett_70","garrett_78","garrett_40","garrett_45","25617X23","25617X24","25617X25","25617X26","25617X27","25617X28","25617X29","25617X30","25617X31","25617X32","25617X33","25617X34","25617X35","25617X36","25617X37","25617X38","25617X39","25617X40","25617X41","25617X42"
"Neisseria chenwenguii",0,0.0235673042931773,0.0120467413564631,0.075559137618376,0.0414736987627013,0,0,0,0.00828546177640301,0.000502975097702913,0,0,0,0.0070573290362041,0,0.0320358801858081,0,0.00298757170172084,0,0,0.000808400902175407,0.0651041666666667,0.0420494242463449,0.0203132758542861,0.013910333987119,0.0159184972938555,0.0186063819890222,0.0010274582509464,0.00958030809526733,0.00790587450127513,0.0285475819613305,0.0129179020066858,0.0332884019511198,0.0139309413260493,0,0,0.00490328274779965,0,0,0.00348157665685746,0,0.000613972667164803,0.000673891684041841,0.000103046678084239,0.000731504609323082,0.00428804514453928,0.00136265772763197
"Neisseria arctica",0,0,0.00401558045215436,0.0302236550473504,0,0,0,0.0144425187752744,0.0041427308882015,0.000502975097702913,0,0,0,0.00156829534137869,0,0,0,0.00149378585086042,0.00150403080255084,0,0,0,0.00646914219174537,0.0180562452038099,0.0111282671896952,0,0,0.000513729125473202,0.00241833019880534,0.00252211947279943,0.00398709245269979,0.00315070780650873,0.0158239315575504,0.00452608642238732,0,0,0,0.000169218195017201,0.00210411143374153,0,0,0.000368383600298882,0.00121300503127531,0.00103046678084239,0.000506426267992903,0.000428804514453928,0
"Paralysiella testudinis",0.00324259472429838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00225703065047623,0,0,0,0,0.00130217779935672,0.00121255743884588,0.000318967396215983,0.000262558983875728,8.30652575199497e-05,0.000293901715739436,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vitreoscilla filiformis",0,0.00392788404886288,0,0,0,0,0,0,0,0.000502975097702913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00055807619972431,0,0.000159483698107992,0,2.07663143799874e-05,0,0.00678782942184663,0,0,0,0,0,0,0,0,0,0,0.000428804514453928,0
"Eikenella corrodens",0.042153731415879,0.0274951883420401,0.108420672208168,0.176304654442877,0.476947535771065,0.0830978893136114,0.0197277569540343,0.0433275563258232,0,0.00301785058621748,0,0.00982776835949977,0,0.637512056270437,0,0.0320358801858081,0.132978723404255,0.0104565009560229,0.00601612321020335,0.0131344677621786,0.00242520270652622,0.162760416666667,0.135851986026653,0.218931973096195,0.0987633713085451,0,0.0372127639780445,0.0091329622306347,0.0254854797874102,0.0162967719780886,0.0232846199237668,0.0215298366778097,0.019811063918508,0.035973570006507,0,0.00178814104856591,0.0269680551128981,0.00236905473024081,0.0126246686024492,0.00712894267832719,0,0.000306986333582402,0.000673891684041841,0.00113351345892662,0.00118166129198344,0.012220928661937,0
"Uruburuella testudinis",0,0,0,0.00503727584122507,0.00691228312711689,0,0,0,0,0,0,0,0,0,0,0,0,0.00448135755258126,0,0,0,0,0.00646914219174537,0.00225703065047623,0.00834620039227142,0,0,0,0.00195326669903509,0.000388018380430681,0.00106322465405328,0.000367582577426019,0.000353027344459786,0.000705364117774647,0,0,0.00490328274779965,0,0,0,0,6.13972667164803e-05,0.000134778336808368,0,0,0,0
"Aquitalea magnusonii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00225703065047623,0,0,0,0.000114162027882934,0,4.85022975538351e-05,0.000106322465405328,0,0,0,0,0.00357628209713182,0,0,0,0,0,0,0,0,0,0,0
"Aquitalea denitrificans",0,0,0,0,0,0,0.00657591898467811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000228324055765867,9.30126999540517e-05,0,0,5.25117967751455e-05,8.30652575199497e-05,5.87803431478872e-05,0,0,0,0.000169218195017201,0,0,0,6.13972667164803e-05,0,0,0,0,0
"Aquitalea aquatilis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149209191286183,0,0,0,0,0.00145938530690873,0,0,0,0,0,0,0,0,0,0,0.000106322465405328,0,4.15326287599748e-05,5.87803431478872e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chromobacterium phragmitis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00150403080255084,0,0,0,0,0,0,0,0,0.000171243041824401,0,0,0,0,4.15326287599748e-05,0,0,0,0,0,0,0,0,6.13972667164803e-05,0,0,0,0,0
"Chitinimonas koreensis",0,0,0,0,0.00691228312711689,0.0166195778627223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.30126999540517e-05,9.70045951076702e-05,0,5.25117967751455e-05,2.07663143799874e-05,5.87803431478872e-05,0,0,0,0.000169218195017201,0,0,0,6.13972667164803e-05,0,0.000103046678084239,0,0,0
"Silvimonas soli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,0.000465063499770259,0,0,0,0,0,0,0,0.0098065654955993,0,0,0,0,0,0,0,0,0,0
"Jeongeupia sp. HS-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000171243041824401,9.30126999540517e-05,4.85022975538351e-05,5.31612327026639e-05,5.25117967751455e-05,2.07663143799874e-05,0,0,0,0,0,0,0,0,6.13972667164803e-05,0.000134778336808368,0,0,0,0
"Jeongeupia sp. USM3",0,0,0,0,0,0,0,0,0,0.000502975097702913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,0.000465063499770259,0,0,0,0,5.87803431478872e-05,0.00169695735546166,0,0,0,0.00105205571687077,0,0,0,0,0,0,0,0
"Iodobacter ciconiae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114162027882934,0,0,0,5.25117967751455e-05,4.15326287599748e-05,0,0,0,0,0.000169218195017201,0,0,0,0.000184191800149441,0,0,0,0,0
"Chitiniphilus purpureus",0,0,0,0,0,0.0166195778627223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.30126999540517e-05,0,0,5.25117967751455e-05,0,0,0.00169695735546166,0,0,0,0.00105205571687077,0,0,6.13972667164803e-05,0,0,0,0,0
"Thauera sp. WB-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114162027882934,9.30126999540517e-05,0,5.31612327026639e-05,0,2.07663143799874e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thauera sp. K11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000808400902175407,0,0,0,0,0,0,0,0.000651088899678362,0,0.000106322465405328,0.000262558983875728,0,0,0,0.00178814104856591,0,0,0.0031561671506123,0,0,0.000122794533432961,0,0.000103046678084239,0,0,0.000681328863815987
"Thauera humireducens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00145938530690873,0,0,0,0,0,0.00265308288230924,0,0.000228324055765867,0.000744101599632414,0.000582027570646022,0.000106322465405328,0.000210047187100582,0.000207663143799874,0.000117560686295774,0.0271513176873865,0,0.0122582068694991,0.000169218195017201,0,0,0,0,0,0.000206093356168477,0,0,0.00136265772763197
"Azoarcus sp. CIB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114162027882934,9.30126999540517e-05,0.00019400919021534,0,0,0,0,0,0,0,0,0,0,0,0,0.000134778336808368,0.000103046678084239,0,0,0
"Azoarcus sp. DN11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,0.000186025399908103,0,5.31612327026639e-05,0,0,0,0,0,0,0,0,0,0,6.13972667164803e-05,0,0,0,0,0
"Azoarcus sp. KH32C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000228324055765867,0.000651088899678362,0.000388018380430681,0.000318967396215983,5.25117967751455e-05,0.000872185203959472,0.000235121372591549,0.00509087206638497,0,0.00490328274779965,0.000169218195017201,0,0,0,0,0,0,0,0,0
"Nitrogeniibacter mangrovi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000279038099862155,0,0.000159483698107992,0,0,0,0,0,0.0098065654955993,0.000169218195017201,0,0,0,0,0,0,5.62695853325448e-05,0,0
"Nitrogeniibacter aestuarii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.31612327026639e-05,5.25117967751455e-05,0,0,0,0,0,0,0,0.00016578936461226,0,0.000184191800149441,0,0,0,0,0
"Parazoarcus communis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000570810139414668,0.000279038099862155,0,0.000159483698107992,0,6.22989431399623e-05,0,0.00848478677730828,0,0.00245164137389983,0,0,0,0,0.000122794533432961,0.000404335010425104,0.000103046678084239,0,0,0
"Pseudazoarcus pumilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.30126999540517e-05,0,0.000318967396215983,0.000105023593550291,2.07663143799874e-05,0,0,0,0.0245164137389983,0,0.00420822286748306,0,0,0,0,0,0,0,0.000681328863815987
"uncultured Propionivibrio sp.",0,0,0,0,0,0,0,0,0,0.00100595019540583,0,0.00245694208987494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000342486083648801,0.000186025399908103,0.000145506892661505,0.00026580616351332,0.000105023593550291,8.30652575199497e-05,5.87803431478872e-05,0,0.00178814104856591,0,0,0,0,0,0.000245589066865921,0,0,0,0,0.00545063091052789
"Aromatoleum bremense",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000784147670689344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000186025399908103,9.70045951076702e-05,5.31612327026639e-05,5.25117967751455e-05,2.07663143799874e-05,0,0,0,0.0122582068694991,0,0.00105205571687077,0,0,0,0,0,0,0,0
"Aromatoleum petrolei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00145938530690873,0,0,0,0,0,0,0,0.000171243041824401,9.30126999540517e-05,9.70045951076702e-05,0.000159483698107992,5.25117967751455e-05,6.22989431399623e-05,5.87803431478872e-05,0,0,0,0,0.00105205571687077,0,0,6.13972667164803e-05,0,0,0,0,0
"Aromatoleum aromaticum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114162027882934,0.00055807619972431,0,0,0.000157535390325437,0,0.000176341029443662,0,0,0.014709848243399,0,0,0,0.000285416636935767,0,0,0,0,0,0
"Azospira restricta",0,0,0,0,0,0,0.00657591898467811,0,0,0,0,0,0,0.000784147670689344,0,0,0,0,0,0,0,0.0325520833333333,0,0,0,0,0,0.000171243041824401,0.000279038099862155,0,0,0,0.000186896829419887,0.000235121372591549,0,0,0.00245164137389983,0,0,0,0,0,0.000134778336808368,0,0,0,0.00204398659144796
"Oryzomicrobium terrae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00149378585086042,0,0,0,0,0.00323457109587269,0.00225703065047623,0,0,0,0.000114162027882934,0.000651088899678362,0,0,0.000157535390325437,2.07663143799874e-05,0.000176341029443662,0,0,0.0122582068694991,0.000338436390034402,0.00526027858435383,0,0,0,0.000269556673616736,0,0,0,0
"Dechloromonas denitrificans",0,0,0,0,0,0,0,0,0,0.000502975097702913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000342486083648801,0.00111615239944862,9.70045951076702e-05,0,5.25117967751455e-05,0,0,0.0118787014882316,0,0,0,0.00631233430122459,0.00016578936461226,0,0,0,0,0,0.000428804514453928,0.000681328863815987
"Quatrionicoccus australiensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,0.000837114299586465,0,0,0,0,0,0,0,0,0,0,0,0.000285416636935767,0,0,0,0,0,0
"Sideroxydans sp. CL21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,0,4.85022975538351e-05,0,0,2.07663143799874e-05,0.000117560686295774,0,0,0,0,0,0,0,6.13972667164803e-05,0,0,0,0,0
"Ferrigenium kumadai",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,0,0,0,0,0,0,0,0,0,0.000169218195017201,0.0031561671506123,0,0,0,0,0,0,0,0
"Gallionella capsiferriformans",0,0,0,0,0,0,0,0.0288850375505488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013910333987119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016578936461226,0,0,0,0,0,0,0
"Sideroxyarcus emersonii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.31612327026639e-05,0,0,0,0.00169695735546166,0,0,0,0,0,0,0,0,0,0,0,0
"Nitrosomonas europaea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,0.000186025399908103,0,0,0,0,0,0,0,0.00245164137389983,0,0,0,0,0,0,0,0,0,0
"Sulfuritortus calidifontis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000186025399908103,0,0.000159483698107992,0.000105023593550291,0,0,0,0,0.00735492412169948,0,0,0,0,0,0,0,0,0,0.000681328863815987
"Thiobacillus denitrificans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325520833333333,0,0,0,0,0,0.000114162027882934,0,0,0,0,0.000103831571899937,5.87803431478872e-05,0.00339391471092331,0,0,0.000507654585051603,0,0,0,6.13972667164803e-05,0,0,0,0,0
"Methylophilus sp. TWE2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000342486083648801,0.000465063499770259,0,5.31612327026639e-05,0.00094521234195262,0,5.87803431478872e-05,0.00509087206638497,0.0268221157284887,0.0122582068694991,0,0.0031561671506123,0.00066315745844904,0,0,0,0.000103046678084239,0,0,0.00545063091052789
"Methylobacillus flagellatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,9.30126999540517e-05,4.85022975538351e-05,0,5.25117967751455e-05,0,0,0,0,0,0,0,0,0,0,0,0.000103046678084239,0,0.000857609028907856,0
"Methyloradius palustris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13972667164803e-05,0,0,0,0,0
"Sulfuriferula sp. AH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13972667164803e-05,0,0,5.62695853325448e-05,0,0
"Usitatibacter rugosus",0,0,0,0,0,0.0166195778627223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.30126999540517e-05,0,0,5.25117967751455e-05,0,5.87803431478872e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"Casimicrobium huifangae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.30126999540517e-05,0,0,5.25117967751455e-05,4.15326287599748e-05,0,0.00169695735546166,0,0,0,0,0,0,0,0,0,0,0,0
"Ferrovum myxofaciens",0.00162129736214919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013910333987119,0,0,0,0,0,0,5.25117967751455e-05,0,5.87803431478872e-05,0,0,0,0.000169218195017201,0,0,0,0,0,0,0,0,0
"Acidithiobacillus ferriphilus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114162027882934,0,0,0.000106322465405328,0.000105023593550291,8.30652575199497e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000214402257226964,0
"Acidithiobacillus sp. AMEEHan",0,0,0,0.0100745516824501,0,0,0,0,0.00138091029606717,0,0,0,0,0,0,0,0,0,0,0,0.000808400902175407,0,0,0,0,0,0,5.70810139414668e-05,0.000186025399908103,0,0,0,0.000207663143799874,0,0,0,0,0,0,0,0.000285416636935767,6.13972667164803e-05,0,0,0,0,0
"Acidithiobacillus caldus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,0.000372050799816207,0.00019400919021534,0.00026580616351332,0.000105023593550291,4.15326287599748e-05,0,0.0152726161991549,0,0,0,0.00105205571687077,0,0,0,0,0,0,0,0
"Mariprofundus ferrinatatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000122794533432961,0.000134778336808368,0,0,0,0
"Desulfovibrio piger",0,0,0,0,0,0.0166195778627223,0,0,0.00276182059213433,0.000502975097702913,0.0854335753951303,0,0.0701262272089762,0,0,0,0,0,0,0,0,0.0651041666666667,0,0,0.0013910333987119,0,0,0.000228324055765867,9.30126999540517e-05,0,0.000106322465405328,5.25117967751455e-05,0.000332261030079799,0.000117560686295774,0,0,0,0,0,0,0,0.00908679547403909,0.000808670020850209,0,5.62695853325448e-05,0,0
"Desulfovibrio desulfuricans",0.00324259472429838,0,0,0,0,0,0,0,0.00138091029606717,0,0,0,0,0,0,0,0,0.00149378585086042,0,0.00145938530690873,0,0,0,0,0,0,0,0.000513729125473202,9.30126999540517e-05,0.000145506892661505,0,0,0.000124597886279925,5.87803431478872e-05,0,0,0,0.000507654585051603,0,0,0,0.00122794533432961,0.000269556673616736,0,0,0,0.00545063091052789
"Desulfovibrio sp. 86",0,0,0,0,0,0,0,0.0288850375505488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000372050799816207,0,0,0,2.07663143799874e-05,0,0,0,0,0,0,0,0,0.00128934260104609,0,0,0,0,0
"Desulfovibrio subterraneus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000169218195017201,0.0031561671506123,0,0,0.000429780867015362,0,0,0,0,0
"Desulfovibrio fairfieldensis",0,0,0,0,0,0,0,0,0.00138091029606717,0,0,0.00245694208987494,0,0,0,0,0,0,0,0,0,0,0,0,0.0013910333987119,0.0185715801761647,0,0,0,9.70045951076702e-05,0,0,2.07663143799874e-05,0,0,0,0,0,0.00105205571687077,0,0,0.00165772620134497,0.000404335010425104,0,0,0,0
"Candidatus Desulfovibrio trichonymphae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.87803431478872e-05,0,0,0,0,0,0,0,0.000491178133731843,0.000269556673616736,0,0,0,0
"Nitratidesulfovibrio vulgaris",0,0,0,0,0,0,0,0,0.00276182059213433,0,0,0,0,0,0,0,0,0.00149378585086042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000166130515039899,0,0,0,0,0,0.00631233430122459,0,0,0.00153493166791201,0,0,0,0,0
"Nitratidesulfovibrio liaohensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00149378585086042,0,0,0,0,0,0,0,0.00265308288230924,0,0,9.30126999540517e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.00184191800149441,0.000134778336808368,0,0,0,0
"Lawsonia intracellularis",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235244301206803,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000171243041824401,0,4.85022975538351e-05,0.000318967396215983,0,4.15326287599748e-05,0.000176341029443662,0,0,0,0,0,0,0,0.00128934260104609,0.000134778336808368,0,0,0,0
"Pseudodesulfovibrio tunisiensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000171243041824401,9.30126999540517e-05,0.00019400919021534,0,0,2.07663143799874e-05,0,0,0,0.00245164137389983,0,0,0,0,0.000245589066865921,0,0,0,0,0
"Pseudodesulfovibrio mercurii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149209191286183,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,0,0,5.31612327026639e-05,0,6.22989431399623e-05,5.87803431478872e-05,0,0,0,0,0,0,0,0.000306986333582402,0,0,0,0.000214402257226964,0
"uncultured Pseudodesulfovibrio sp.",0,0,0,0,0,0,0,0,0.00138091029606717,0,0,0,0,0.000784147670689344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000228324055765867,9.30126999540517e-05,0,0,0,0.000166130515039899,0.000117560686295774,0,0,0.00245164137389983,0.000676872780068804,0,0.00016578936461226,0,0.000675369933881283,0,0,0,0.000214402257226964,0
"Pseudodesulfovibrio cashew",0,0,0,0,0,0,0,0,0.00276182059213433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07663143799874e-05,0,0,0,0,0.000169218195017201,0,0,0,6.13972667164803e-05,0,0,0,0,0
"Oleidesulfovibrio alaskensis",0,0,0,0,0,0,0,0,0.00138091029606717,0.000502975097702913,0,0,0,0,0,0,0,0.00298757170172084,0,0,0.000808400902175407,0,0,0,0,0,0,0.000285405069707334,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000613972667164803,0.000134778336808368,0,0,0,0
"Maridesulfovibrio sp.",0,0,0.00401558045215436,0,0,0,0,0,0,0.000502975097702913,0,0,0,0,0,0,0,0.00149378585086042,0,0,0,0.0325520833333333,0,0,0,0.00265308288230924,0,0.000228324055765867,0,0.000242511487769176,0.000425289861621311,0,0.000103831571899937,0.000352682058887323,0.00169695735546166,0,0,0.00101530917010321,0,0,0,0.000613972667164803,0,0,0.00011253917066509,0,0
"Oceanidesulfovibrio marinus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00225703065047623,0.0013910333987119,0,0,5.70810139414668e-05,0,0,0,0,6.22989431399623e-05,0,0,0,0,0,0,0,0,0.000306986333582402,0,0,0,0,0
"Solidesulfovibrio carbinolicus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.30652575199497e-05,0,0,0,0,0,0,0,0,0.000306986333582402,0,0,0,0,0
"Taurinivorans muris",0,0,0,0,0,0,0,0,0.00138091029606717,0.00100595019540583,0,0.00245694208987494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000399567097590268,0,0,0.000372128628918647,0.000157535390325437,0,0,0.00509087206638497,0,0,0,0.00210411143374153,0,0,0.000245589066865921,0.000134778336808368,0,0,0,0
"Desulfolutivibrio sulfoxidireducens",0.00162129736214919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.30126999540517e-05,0,0,0,0,0,0,0,0,0,0,0,0,6.13972667164803e-05,0,0,0,0,0
"Desulfomicrobium orale",0,0.00392788404886288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000186025399908103,0,0,0,2.07663143799874e-05,0,0,0,0.00245164137389983,0,0,0.00016578936461226,0,0.000184191800149441,0,0,0,0,0
"Desulfomicrobium sp. ZS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000784147670689344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.87803431478872e-05,0,0,0,0,0,0,0,0.000122794533432961,0,0,0,0,0
"Geobacter sp. FeAm09",0.00324259472429838,0,0,0,0,0,0,0,0,0,0,0,0,0.00156829534137869,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000285405069707334,0.000279038099862155,0,0.000106322465405328,0,0,0.000117560686295774,0,0,0,0,0,0,0,6.13972667164803e-05,0.000134778336808368,0,0,0,0
"Geobacter sp. SVR",0,0,0,0,0,0,0.00657591898467811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000425289861621311,0.00126028312260349,6.22989431399623e-05,0.000352682058887323,0,0,0.00735492412169948,0,0,0,0,6.13972667164803e-05,0,0,0,0,0
"Geobacter benzoatilyticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000338436390034402,0,0,0,0.000184191800149441,0.000134778336808368,0,0,0,0
"Geobacter metallireducens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000342486083648801,0,0,5.31612327026639e-05,0,0.000124597886279925,5.87803431478872e-05,0,0,0,0.000846090975086005,0,0,0,0,0,0,0,0,0
"Geobacter sulfurreducens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114162027882934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trichlorobacter ammonificans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114162027882934,0,4.85022975538351e-05,0,0,0,0,0,0,0,0.000169218195017201,0,0,0,0,0,0,0,0,0
"Citrifermentans bremense",0.00162129736214919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00225703065047623,0,0,0,5.70810139414668e-05,0,0,0,0,2.07663143799874e-05,0,0,0,0,0,0,0.00016578936461226,0,6.13972667164803e-05,0,0,0,0,0
"Geotalea uraniireducens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000171243041824401,0.000186025399908103,0,0.000106322465405328,0,6.22989431399623e-05,5.87803431478872e-05,0,0,0,0,0,0.00016578936461226,0,0.000184191800149441,0,0,0,0,0
"Geotalea daltonii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,9.30126999540517e-05,0,5.31612327026639e-05,0,0.000207663143799874,5.87803431478872e-05,0,0,0,0,0,0,0,6.13972667164803e-05,0.000134778336808368,0,0,0,0
"Geomonas sp. RF6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00795924864692773,0,5.70810139414668e-05,0,0,0,0,4.15326287599748e-05,0,0,0,0.00490328274779965,0,0,0,0,0,0,0,5.62695853325448e-05,0,0
"Geomonas nitrogeniifigens",0,0,0,0,0,0,0,0,0,0.00100595019540583,0,0,0,0.000784147670689344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000105023593550291,0,0,0,0,0,0,0,0,0.000285416636935767,6.13972667164803e-05,0,0,0,0,0
