"","garrett_56","garrett_64","garrett_79","garrett_74","garrett_80","garrett_81","garrett_83","garrett_59","garrett_94","garrett_92","garrett_84","garrett_86","garrett_87","garrett_37","garrett_93","garrett_75","garrett_65","garrett_77","garrett_69","garrett_72","garrett_63","garrett_54","garrett_33","garrett_91","garrett_55","garrett_88","garrett_44","garrett_90","garrett_52","garrett_42","garrett_58","25617X43","25617X44","25617X45","25617X46","25617X47","25617X48","25617X49","25617X50","25617X51","25617X52","25617X53","25617X54","25617X55","25617X56","25617X57","25617X58","25617X59","25617X60","25617X61","25617X62","25617X63"
"Paenibacillus brasilensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00135308842432853,0
"Paenibacillus albus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000657688488039935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00201584453806922,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paenibacillus azoreducens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219229496013312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paenibacillus guangzhouensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219229496013312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126455822658354,0.00113704844963444,0,0,0,0,0,0,0,0,0,0,0.00161838485191779
"Brevibacillus borstelensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00312705212795897,0,0,0,0,0,0,0
"Brevibacillus humidisoli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00590737240075614,0,0,0,0,0,0,0,0,0
"Cohnella abietis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aneurinibacillus sp. Ricciae_BoGa-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348432055749129,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Staphylococcus sp. IVB6181",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000328844244019967,0,0,0,0,0,0,0.0754716981132075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Staphylococcus saccharolyticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00201584453806922,0.00126455822658354,0,0.00205300868422673,0,0,0.00312705212795897,0,0,0,0,0,0,0
"Staphylococcus simulans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000657688488039935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00758734935950126,0.00227409689926888,0.00205300868422673,0,0,0.00938115638387692,0,0,0,0,0,0,0
"Staphylococcus lloydii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00227409689926888,0,0,0,0,0,0,0,0,0.0467333395644453,0,0
"Staphylococcus hominis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000986532732059902,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586666666666667,0,0.0542103361040838,0.91471939285001,0,0,0.0201952204644901,0.167315096659746,0.0505823290633417,0.272891627912265,0.0266891128949475,0.0708884688090737,0.108206617688934,0.0531598861753025,0.015605493133583,0,0.137425561154375,0.0956937799043062,0.0467333395644453,0,0.00647353940767114
"Staphylococcus pettenkoferi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000767303236046591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00270617684865706,0
"Staphylococcus lutrae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Staphylococcus pasteuri",0,0.0527426160337553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000438458992026623,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177777777777778,0.0657030223390276,0,0.011983223487118,0,0,0,0,0.00505823290633417,0.00454819379853776,0.00205300868422673,0.141776937618147,0,0.0187623127677538,0.031210986267166,0,0,0,0.00934666791288906,0,0
"Staphylococcus kloosii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0856898029134533,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00113704844963444,0,0,0,0,0,0,0,0,0,0,0
"Staphylococcus lugdunensis",0,0.263713080168776,0.0396353547364249,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171379605826907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355555555555555,0.0657030223390276,0,0.0199720391451967,0,0,0,0.00201584453806922,0.00758734935950126,0,0.00821203473690694,0,0,0,0,0,0.0458085203847916,0.334928229665072,0.0654266753902234,0,0
"Staphylococcus schweitzeri",0,0,0,0,0,0,0,0.158982511923688,0,0,0,0,0,0,0,0,0,0.000328844244019967,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467333395644453,0,0
"Staphylococcus ratti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00590737240075614,0,0,0,0,0,0,0,0,0
"Macrococcus equipercicus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000438458992026623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nosocomiicoccus ampullae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124843945068664,0,0,0,0,0,0
"Planococcus lenghuensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393700787401575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00399440782903935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Planococcus sp. 107-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215119852489244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00410601736845347,0,0,0,0,0,0,0,0,0,0
"Planococcus sp. N056",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307314074984634,0,0,0.376647834274953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Planococcus massiliensis",0,0,0,0,0,0,0,0,0,0.0180635838150289,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0.0921942224953903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0061590260526802,0,0,0,0,0,0,0,0,0,0
"Planococcus maritimus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307314074984634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00934666791288906,0,0
"Planococcus rifietoensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0.0153657037492317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sporosarcina sp. PTS2304",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219229496013312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00135308842432853,0
"Sporosarcina ureae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000548073740033279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00201584453806922,0,0,0,0,0,0.00312705212795897,0,0,0,0,0,0,0
"Rummeliibacillus sp. G93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478468899521531,0,0,0
"Solibacillus silvestris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000328844244019967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00174322321973329,0,0,0,0,0
"Solibacillus daqui",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000438458992026623,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paenisporosarcina cavernae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000328844244019967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00821203473690694,0,0,0,0,0,0,0,0,0,0
"Exiguobacterium aurantiacum",0,0,0,0.0546746856205577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Exiguobacterium marinum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00201584453806922,0,0,0,0,0,0,0,0,0,0,0,0,0
"Exiguobacterium mexicanum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398655959906601,0,0,0,0,0,0,0,0
"Listeria monocytogenes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000986532732059902,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0.0177777777777778,0,0,0,0.00200746778014213,0,0,0.0120950672284153,0,0,0,0.00590737240075614,0.00569508514152287,0,0,0,0,0,0,0,0
"Listeria weihenstephanensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brochothrix thermosphacta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000328844244019967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011983223487118,0,0,0.0403904409289801,0,0,0,0,0,0,0,0,0,0,0,0.0280400037386672,0,0
"Alicyclobacillus dauci",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alicyclobacillus sp. ALC3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187623127677538,0,0,0,0,0,0,0
"Kroppenstedtia eburnea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0856898029134533,0.000109614748006656,0,0,0,0,0,0,0.0754716981132075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126455822658354,0,0,0,0,0,0,0,0,0,0,0,0
"Pullulanibacillus sp. KACC 23026",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Abyssicoccus albus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180701120346946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Catenibacterium sp. co_0103",0,0.0527426160337553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219229496013312,0,0,0,0,0,0,0,0.0768285187461586,0,0,0,0,0,0,0,0.0240934827129262,0,0,0,0.00673174015483002,0.00403168907613845,0,0,0,0.0177221172022684,0,0,0.015605493133583,0,0,0,0.0280400037386672,0,0
"Tannockella kyphosi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00410601736845347,0,0,0,0,0,0,0,0,0,0
"Intestinibaculum porci",0,0,0,0,0,0,0,0,0,0,0,0.0796178343949045,0,0,0,0,0,0.000328844244019967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126455822658354,0.00113704844963444,0,0.0118147448015123,0.0113901702830457,0.00625410425591795,0,0,0,0,0,0,0
"Erysipelothrix rhusiopathiae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00128726636115545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Erysipelothrix sp. HDW6B",0,0,0,0,0,0,0,0,0,0.0180635838150289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00403168907613845,0.00379367467975063,0,0,0,0,0.00625410425591795,0,0,0,0,0,0,0
"Veillonella rogosae",0,0.210970464135021,0.118906064209275,0,0.29806259314456,0,0,0.317965023847377,0.389105058365759,0.0903179190751445,0,0,0,0,0,0,0,0.534371896532447,0.393700787401575,0.433731568351587,0,0,0,0.0707714083510262,0.30188679245283,0.0153657037492317,0,0,0,0,0,0.0355555555555555,0.394218134034166,0,0.0958657878969443,0.00200746778014213,0,0.14136654325143,0.0322535126091076,0.00126455822658354,0.00227409689926888,0,0.189035916824197,0.0398655959906601,0.00625410425591795,0,0,0,0,0.0280400037386672,0,0
"Selenomonas sp. oral taxon 478",0,0,0.118906064209275,0,0,0,0,0,0,0.0180635838150289,0,0,0,0,0,0,0,0.0338709571340566,0,0.194324179368991,0,0,0,0,0,0.0153657037492317,0,0,0,0,0,0,0,0.0301168533911577,0,0,0,0,0.00604753361420767,0,0,0,0,0,0.00938115638387692,0,0,0,0,0,0,0
"Selenobaculum gbiensis",0,0,0,0,0.29806259314456,0,0,0,0,0,0,0,0,0,0,0,0,0.000657688488039935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00602337067823154,0,0,0,0,0.00201584453806922,0,0.00113704844963444,0,0,0,0,0,0,0,0,0,0,0
"Anaerococcus vaginalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177777777777778,0,0,0,0,0,0,0,0.00126455822658354,0.00568524224817219,0.0225830955264941,0,0,0,0,0,0,0,0,0,0
"Anaerococcus obesiensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0856898029134533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00673174015483002,0.00201584453806922,0.0126455822658354,0.0113704844963444,0.0102650434211337,0,0.00569508514152287,0,0,0,0,0,0,0,0
"Tissierella sp. MB52-C2",0,0,0,0,0,0,0,0,0,0,0,0,0.0696378830083565,0,0,0,0,0.000328844244019967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126455822658354,0.00341114534890332,0,0,0,0,0,0,0,0,0,0,0
"Sedimentibacter sp. MB35-C1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00128726636115545,0,0,0,0.00454819379853776,0,0,0,0,0,0,0,0,0,0,0
"Sedimentibacter sp. zth1",0,0,0,0,0,0,0,0,0,0,0,0,0.0696378830083565,0,0,0,0,0.000219229496013312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ezakiella coagulans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000767303236046591,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269269606193201,0,0.00379367467975063,0.00682229069780663,0.0225830955264941,0,0.00569508514152287,0.00312705212795897,0,0,0,0,0,0,0
"Caldicellulosiruptor kronotskyensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Denitrobacterium detoxificans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00128726636115545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bifidobacterium dentium",0,0,0,0,0,0,0,0,0.259403372243839,0.108381502890173,0,0.0796178343949045,0,0,0,0,0,0.000548073740033279,0,0,0,0.458715596330275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100792226903461,0.00126455822658354,0.00113704844963444,0.00205300868422673,0,0,0.00312705212795897,0.0780274656679151,0,0,0,0,0,0
"Bifidobacterium sp. ESL0682",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000438458992026623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00227409689926888,0,0,0.00569508514152287,0,0,0,0,0,0,0,0
"Bifidobacterium scardovii",0,0,0,0,0,0,0,0,0,0.0361271676300578,0,0.0398089171974522,0,0,0,0,0,0.000438458992026623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159776313161574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bifidobacterium eulemuris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00109614748006656,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00673174015483002,0,0,0,0,0,0.00569508514152287,0,0,0,0,0,0,0,0
"Bifidobacterium asteroides",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00131537697607987,0,0.00155459343495192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00205300868422673,0,0,0,0,0,0,0,0,0,0
"Bifidobacterium thermophilum",0,0,0,0,0,0,0,0,0,0,0,0.0398089171974522,0,0,0,0,0,0.000876917984053247,0,0.00233189015242789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00201584453806922,0,0.00227409689926888,0,0,0,0.00312705212795897,0,0,0,0,0,0,0
"Bifidobacterium subtile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000548073740033279,0,0.00155459343495192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00252911645316709,0,0,0,0,0,0,0,0,0,0,0,0
"Bifidobacterium lemurum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000438458992026623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gardnerella vaginalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0.131752305665349,0,0,0,0.00142499172408653,0,0.00233189015242789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159776313161574,0,0,0.00673174015483002,0.0262059789948999,0,0.00113704844963444,0.00410601736845347,0,0.0113901702830457,0,0,0,0,0,0,0,0
"Cutibacterium granulosum",0.171526586620926,0.105485232067511,0.118906064209275,0,0,0,0,0.635930047694754,0,0,0,0,0.348189415041783,0.0658761528326746,0,0.476190476190476,0.428449014567266,0.000657688488039935,0,0.00310918686990385,0,0.229357798165138,0.369913686806412,0.0707714083510262,0,0.0307314074984634,0.0691562932226833,0.699300699300699,0.188323917137476,0.757273814268633,0,1.24444444444444,0.328515111695138,0.656547403927238,1.29818254443779,0.00200746778014213,0,0.700100976102322,1.0018747354204,6.94116010571707,2.45602465121039,1.56439261738077,0.189035916824197,0.256278831368529,0.515963601113231,0.0624219725343321,0.00871611609866644,1.6032982134677,2.29665071770335,0.186933358257781,0.00676544212164265,0.00809192425958893
"Tessaracoccus flavescens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355555555555555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tessaracoccus defluvii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219229496013312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00252911645316709,0.00227409689926888,0,0.00590737240075614,0.00569508514152287,0,0,0,0,0,0,0.00270617684865706,0
"Arachnia propionica",0,0.105485232067511,0,0,0,0,0,0,0,0.0180635838150289,0,0,0,0,0,0,0,0.00120576222807321,0,0.00233189015242789,0,0,0,0,0,0.0153657037492317,0,0,0,0,0,0.106666666666667,0.197109067017083,0,0,0,0.0025745327223109,0.0269269606193201,0.0141109117664846,0.00252911645316709,0,0,0.0118147448015123,0.0284754257076143,0,0,0,0,0,0,0.00270617684865706,0.00485515455575336
"Acidipropionibacterium acidipropionici",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000328844244019967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011983223487118,0,0,0,0.00201584453806922,0.0189683733987531,0.0136445813956133,0.0102650434211337,0,0,0,0,0,0,0,0,0,0.00323676970383557
"Nocardioides sp. Arc9.136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000328844244019967,0,0,0,0,0,0,0,0.0768285187461586,0,0,0,0,0,0,0,0,0.0319552626323148,0,0,0,0.00201584453806922,0,0,0,0,0,0.0125082085118359,0,0,0,0,0,0,0
"Nocardioides sp. BP30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188323917137476,0,0,0,0,0,0.00399440782903935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nocardioides sp. TF02-7",0,0,0,0,0,0,0,0,0.12970168612192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00403168907613845,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nocardioides marmotae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219229496013312,0,0,0,0,0,0,0,0.0614628149969269,0,0,0,0,0,0,0,0,0,0,0,0,0.00201584453806922,0,0,0.00410601736845347,0,0,0,0,0,0,0,0,0.00135308842432853,0
"Nocardioides okcheonensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219229496013312,0,0.000777296717475962,0,0,0,0,0,0.0460971112476952,0,0,0,0,0,0.0177777777777778,0,0.00602337067823154,0.00798881565807869,0.00200746778014213,0,0,0.0080633781522769,0.00126455822658354,0,0,0.00590737240075614,0,0,0,0,0,0,0,0.00135308842432853,0
"Nocardioides pantholopis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0.0307314074984634,0,0,0,0,0,0,0,0.00602337067823154,0,0,0,0,0,0,0,0.0061590260526802,0,0,0,0,0,0,0,0,0,0
"Nocardioides rotundus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00602337067823154,0,0,0,0.0269269606193201,0.0120950672284153,0.00126455822658354,0.00113704844963444,0.00410601736845347,0.0472589792060491,0,0.00625410425591795,0.031210986267166,0,0,0,0,0.00405926527298559,0
"Nocardioides ungokensis",0,0,0.0792707094728498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0.000777296717475962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nocardioides faecalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00403168907613845,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nocardioides coralli",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000438458992026623,0,0.00233189015242789,0,0,0,0,0,0.0153657037492317,0,0.699300699300699,0,0,0,0.0177777777777778,0,0,0.00798881565807869,0,0,0,0.00201584453806922,0,0.00341114534890332,0,0,0,0,0,0,0,0,0,0,0
"Aeromicrobium sp. HA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000328844244019967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00590737240075614,0,0,0,0,0,0,0,0,0
"Aeromicrobium erythreum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00201584453806922,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aeromicrobium senzhongii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00201584453806922,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kribbella sp. NBC_00482",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000219229496013312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00201584453806922,0,0,0,0,0,0,0,0,0,0,0,0,0
"Microbacterium sp. YJN-G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000657688488039935,0,0.00233189015242789,0,0,0,0,0,0.0307314074984634,0,0,0,0,0,0,0,0,0.011983223487118,0,0,0,0,0,0,0.0102650434211337,0,0,0,0,0,0,0,0,0,0
"Microbacterium sp. 10M-3C3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000109614748006656,0,0,0,0,0,0,0,0.0153657037492317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Microbacterium sp. A(2022)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000328844244019967,0,0,0,0,0,0,0,0.138291333743085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00569508514152287,0.0281434691516308,0,0,0,0,0,0.00135308842432853,0
